%kk,PairID,WaveType,T,D,A,hv,H1,x1,h1,H2,x2,h2,H3,x3,h3,H4,x4,h4,H5,x5,h5,H6,x6,h6,H7,x7,h7,H8,x8,h8,H9,x9,h9,Field,id,StudyID,nHfit,Cdval2,Difval2,R2val2,Bval2,slo,flatbed,ReMean,ReSd,KCMean,KCSd
515,NaN,1,2.5,150,0.006,1.6,0.0954064582,0,0.9475,0.08401492709,10,0.9475,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,615,30,-999,-999,-999,-999,-999,-999,-999,587.6173015,52.76154049,47.74390574,4.286875165
516,NaN,1,1.5,25.2735,0.006,1.6,0.0477032291,0,0.5,0.03687459609,10,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,616,30,-999,-999,-999,-999,-999,-999,-999,335.2295414,60.69800294,16.34244014,2.959027643
517,NaN,1,1.5,49.8469,0.006,1.6,0.0477032291,0,0.5,0.03583943602,10,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,617,30,-999,-999,-999,-999,-999,-999,-999,331.1266192,66.50041115,16.14242269,3.241895044
518,NaN,1,1.5,100.0566,0.006,1.6,0.0477032291,0,0.5,0.03476611337,10,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,618,30,-999,-999,-999,-999,-999,-999,-999,326.8724372,72.51673303,15.93503131,3.535190735
519,NaN,1,1.5,149.9089,0.006,1.6,0.0477032291,0,0.5,0.03303448615,10,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,619,30,-999,-999,-999,-999,-999,-999,-999,320.0090236,82.22306566,15.6004399,4.008374451
520,NaN,1,1.5,25.2488,0.006,1.6,0.0954064582,0,0.5,0.06838734924,10,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,620,30,-999,-999,-999,-999,-999,-999,-999,649.2070803,151.4508761,31.64884516,7.383230208
521,NaN,1,1.5,49.8223,0.006,1.6,0.0954064582,0,0.5,0.06632656974,10,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,621,30,-999,-999,-999,-999,-999,-999,-999,641.0390508,163.0022141,31.25065373,7.946357936
522,NaN,1,1.5,99.6731,0.006,1.6,0.0954064582,0,0.5,0.06251985206,10,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,622,30,-999,-999,-999,-999,-999,-999,-999,625.9508854,184.3401023,30.51510566,8.986579988
523,NaN,1,1.5,149.875,0.006,1.6,0.0954064582,0,0.5,0.05871313438,10,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,623,30,-999,-999,-999,-999,-999,-999,-999,610.8627199,205.6779906,29.77955759,10.02680204
524,NaN,1,1.5,25.2396,0.006,1.6,0.1144877498,0,0.5,0.07966057634,10,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,624,30,-999,-999,-999,-999,-999,-999,-999,769.5191287,195.2176123,37.51405752,9.516858599
525,NaN,1,1.5,49.8084,0.006,1.6,0.1144877498,0,0.5,0.07597407079,10,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,625,30,-999,-999,-999,-999,-999,-999,-999,754.9074316,215.8816725,36.80173729,10.52423153
526,NaN,1,1.5,99.6577,0.006,1.6,0.1144877498,0,0.5,0.07100530245,10,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,626,30,-999,-999,-999,-999,-999,-999,-999,735.213405,243.7332319,35.8416535,11.88199506
527,NaN,1,1.5,149.8612,0.006,1.6,0.1144877498,0,0.5,0.06683794836,10,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,627,30,-999,-999,-999,-999,-999,-999,-999,718.6958344,267.0926043,35.03642193,13.02076446
528,NaN,1,1.5,25.2334,0.006,1.6,0.1431096873,0,0.5,0.0975721848,10,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,628,30,-999,-999,-999,-999,-999,-999,-999,953.9577711,255.2524829,46.50544134,12.44355854
529,NaN,1,1.5,50.1534,0.006,1.6,0.1431096873,0,0.5,0.09296405287,10,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,629,30,-999,-999,-999,-999,-999,-999,-999,935.6931497,281.0825581,45.61504105,13.70277471
530,NaN,1,1.5,99.6515,0.006,1.6,0.1431096873,0,0.5,0.08673878147,10,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,630,30,-999,-999,-999,-999,-999,-999,-999,911.0188941,315.977225,44.41217109,15.40388972
531,NaN,1,1.5,149.8535,0.006,1.6,0.1431096873,0,0.5,0.08102870495,10,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,631,30,-999,-999,-999,-999,-999,-999,-999,888.3866459,347.9840574,43.30884899,16.9642228
532,NaN,1,1.25,25.0793,0.006,1.6,0.0954064582,0,0.5,0.06667957364,10,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,632,30,-999,-999,-999,-999,-999,-999,-999,523.9703639,131.3302166,21.28629603,5.335290051
533,NaN,1,1.25,49.7086,0.006,1.6,0.0954064582,0,0.5,0.06523893612,10,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,633,30,-999,-999,-999,-999,-999,-999,-999,519.3132608,137.916355,21.09710122,5.602851924
534,NaN,1,1.25,100.0062,0.006,1.6,0.0954064582,0,0.5,0.06134635262,10,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,634,30,-999,-999,-999,-999,-999,-999,-999,506.7298298,155.7120138,20.58589934,6.325800559
535,NaN,1,1.25,149.9569,0.006,1.6,0.0954064582,0,0.5,0.05744422848,10,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,635,30,-999,-999,-999,-999,-999,-999,-999,494.1155571,173.5512893,20.07344451,7.050521127
536,NaN,1,1.5,25.0809,0.006,1.6,0.0954064582,0,0.5,0.06768134145,10,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,636,30,-999,-999,-999,-999,-999,-999,-999,646.4087739,155.4082789,31.51242773,7.576153596
537,NaN,1,1.5,49.7101,0.006,1.6,0.0954064582,0,0.5,0.06624070393,10,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,637,30,-999,-999,-999,-999,-999,-999,-999,640.6987163,163.4835198,31.23406242,7.969821591
538,NaN,1,1.5,100.0077,0.006,1.6,0.0954064582,0,0.5,0.06234812043,10,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,638,30,-999,-999,-999,-999,-999,-999,-999,625.2702162,185.3027138,30.48192304,9.033507299
539,NaN,1,1.5,149.9585,0.006,1.6,0.0954064582,0,0.5,0.05845553694,10,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,639,30,-999,-999,-999,-999,-999,-999,-999,609.8417162,207.1219078,29.72978366,10.09719301
540,NaN,1,1.75,25.0829,0.006,1.6,0.0954064582,0,0.5,0.06902657251,10,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,640,30,-999,-999,-999,-999,-999,-999,-999,726.4617401,164.8206386,41.31751147,9.374173818
541,NaN,1,1.75,49.7121,0.006,1.6,0.0954064582,0,0.5,0.06757639434,10,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,641,30,-999,-999,-999,-999,-999,-999,-999,720.0548829,173.881303,40.95312146,9.889499106
542,NaN,1,1.75,100.0093,0.006,1.6,0.0954064582,0,0.5,0.06334988824,10,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,642,30,-999,-999,-999,-999,-999,-999,-999,701.3822661,200.2883709,39.89111638,11.3914011
543,NaN,1,1.75,149.96,0.006,1.6,0.0954064582,0,0.5,0.05945730475,10,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,643,30,-999,-999,-999,-999,-999,-999,-999,684.1849124,224.6091017,38.91301689,12.77464266
544,NaN,1,2,25.0854,0.006,1.6,0.0954064582,0,0.5,0.07069618553,10,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,644,30,-999,-999,-999,-999,-999,-999,-999,783.1515871,164.7638089,50.90485316,10.70964758
545,NaN,1,2,49.7136,0.006,1.6,0.0954064582,0,0.5,0.0685877028,10,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,645,30,-999,-999,-999,-999,-999,-999,-999,773.2103751,178.8228057,50.25867438,11.62348237
546,NaN,1,2,100.0108,0.006,1.6,0.0954064582,0,0.5,0.06435165606,10,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,646,30,-999,-999,-999,-999,-999,-999,-999,753.2379854,207.0680301,48.96046905,13.45942196
547,NaN,1,2,149.9615,0.006,1.6,0.0954064582,0,0.5,0.06046861321,10,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,647,30,-999,-999,-999,-999,-999,-999,-999,734.9299615,232.9594858,47.7704475,15.14236658
548,NaN,1,2.5,25.087,0.006,1.6,0.0954064582,0,0.5,0.07169795334,10,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,648,30,-999,-999,-999,-999,-999,-999,-999,846.1947212,169.7858765,68.7533211,13.79510247
549,NaN,1,2.5,49.7151,0.006,1.6,0.0954064582,0,0.5,0.06958947061,10,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,649,30,-999,-999,-999,-999,-999,-999,-999,835.5176425,184.885546,67.88580846,15.02195061
550,NaN,1,2.5,100.0123,0.006,1.6,0.0954064582,0,0.5,0.06536296451,10,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,650,30,-999,-999,-999,-999,-999,-999,-999,814.1151726,215.1532093,66.14685777,17.48119826
551,NaN,1,2.5,149.963,0.006,1.6,0.0954064582,0,0.5,0.06146084037,10,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,651,30,-999,-999,-999,-999,-999,-999,-999,794.3553301,243.0978465,64.54137057,19.75170003
552,NaN,1,1.75,150,0.006,1.6,0.0954064582,0,0.5,0.08531245492,2.5159,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,652,30,-999,-999,-999,-999,-999,-999,-999,798.4124329,63.06699298,45.40970712,3.586935226
553,NaN,1,1.75,150,0.006,1.6,0.0954064582,0,0.5,0.07542834585,4.9856,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,653,30,-999,-999,-999,-999,-999,-999,-999,754.7446428,124.822574,42.92610156,7.099283897
554,NaN,1,1.75,150,0.006,1.6,0.0954064582,0,0.5,0.06657462653,7.4971,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,654,30,-999,-999,-999,-999,-999,-999,-999,715.6290933,180.1403146,40.70140468,10.24548039
555,NaN,1,1.75,150,0.006,1.6,0.0954064582,0,0.5,0.05702444007,10.0087,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,655,30,-999,-999,-999,-999,-999,-999,-999,673.4365664,239.8095584,38.30170471,13.63916863
556,NaN,1,1.75,100,0.006,1.6,0.0954064582,0,0.5,0.08600892207,2.5159,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,656,30,-999,-999,-999,-999,-999,-999,-999,801.4894104,58.71548969,45.58471022,3.339443476
557,NaN,1,1.75,100,0.006,1.6,0.0954064582,0,0.5,0.07782304795,4.9857,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,657,30,-999,-999,-999,-999,-999,-999,-999,765.3243873,109.8605558,43.52782453,6.248319113
558,NaN,1,1.75,100,0.006,1.6,0.0954064582,0,0.5,0.06965625513,7.4764,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,658,30,-999,-999,-999,-999,-999,-999,-999,729.243665,160.8864027,41.47573345,9.150414154
559,NaN,1,1.75,100,0.006,1.6,0.0954064582,0,0.5,0.06114599906,10.0089,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,659,30,-999,-999,-999,-999,-999,-999,-999,691.6455291,214.0581964,39.33733947,12.17455992
560,NaN,1,1.75,50,0.006,1.6,0.0954064582,0,0.5,0.08667676727,2.516,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,660,30,-999,-999,-999,-999,-999,-999,-999,804.4399368,54.54281529,45.7525214,3.10212262
561,NaN,1,1.75,50,0.006,1.6,0.0954064582,0,0.5,0.0792064416,4.9857,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,661,30,-999,-999,-999,-999,-999,-999,-999,771.4361919,101.2171589,43.87543342,5.756725911
562,NaN,1,1.75,50,0.006,1.6,0.0954064582,0,0.5,0.07240396113,7.4974,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,662,30,-999,-999,-999,-999,-999,-999,-999,741.3829734,143.7188281,42.16615661,8.174008346
563,NaN,1,1.75,50,0.006,1.6,0.0954064582,0,0.5,0.06422762766,10.009,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,663,30,-999,-999,-999,-999,-999,-999,-999,705.2601007,194.8042846,40.11166823,11.07949368
564,NaN,1,1.75,25,0.006,1.6,0.0954064582,0,0.5,0.08737323442,2.516,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,664,30,-999,-999,-999,-999,-999,-999,-999,807.5169143,50.191312,45.9275245,2.85463087
565,NaN,1,1.75,25,0.006,1.6,0.0954064582,0,0.5,0.0809142172,4.9858,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,665,30,-999,-999,-999,-999,-999,-999,-999,778.9811093,90.54703435,44.30455059,5.149862579
566,NaN,1,1.75,25,0.006,1.6,0.0954064582,0,0.5,0.07513258583,7.4766,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,666,30,-999,-999,-999,-999,-999,-999,-999,753.4379811,126.6704727,42.85178518,7.204383133
567,NaN,1,1.75,25,0.006,1.6,0.0954064582,0,0.5,0.06730925626,10.0092,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,667,30,-999,-999,-999,-999,-999,-999,-999,718.8746723,175.5503727,40.88599699,9.984427448
568,NaN,1,1.5,150,0.006,1.6,0.0954064582,0,0.4997,0.08652411694,2.5,0.4997,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,668,30,-999,-999,-999,-999,-999,-999,-999,721.4953653,49.81616667,35.17289906,2.428538125
569,NaN,1,1.5,150,0.006,1.6,0.0954064582,0,0.65,0.09216263862,2.5,0.65,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,669,30,-999,-999,-999,-999,-999,-999,-999,569.3241107,13.92419119,27.7545504,0.6788043204
570,NaN,1,1.5,150,0.006,1.6,0.0954064582,0,0.8004,0.09079832627,2.5,0.8004,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,670,30,-999,-999,-999,-999,-999,-999,-999,438.2259369,15.33723757,21.36351442,0.7476903314
571,NaN,1,1.5,150,0.006,1.6,0.0954064582,0,0.9506,0.09434744651,2.5,0.9506,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,671,30,-999,-999,-999,-999,-999,-999,-999,347.6531784,2.74391866,16.94809245,0.1337660347
572,NaN,1,1.5,150,0.006,1.6,0.0954064582,0,0.4998,0.07601986589,5,0.4998,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,672,30,-999,-999,-999,-999,-999,-999,-999,679.7115741,108.7085311,33.13593924,5.299540893
573,NaN,1,1.5,150,0.006,1.6,0.0954064582,0,0.65,0.08551280848,5,0.65,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,673,30,-999,-999,-999,-999,-999,-999,-999,549.1400361,42.46878312,26.77057676,2.070353177
574,NaN,1,1.5,150,0.006,1.6,0.0954064582,0,0.7986,0.0876403725,5,0.7986,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,674,30,-999,-999,-999,-999,-999,-999,-999,432.0926096,25.92577818,21.06451472,1.263881686
575,NaN,1,1.5,150,0.006,1.6,0.0954064582,0,0.9506,0.09154249664,5,0.9506,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,675,30,-999,-999,-999,-999,-999,-999,-999,342.5141551,10.01159511,16.69756506,0.4880652617
576,NaN,1,1.5,150,0.006,1.6,0.0954064582,0,0.4999,0.06656508589,7.5,0.4999,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,676,30,-999,-999,-999,-999,-999,-999,-999,642.1037115,161.6952926,31.30255593,7.882645515
577,NaN,1,1.5,150,0.006,1.6,0.0954064582,0,0.6502,0.07605802848,7.5,0.6502,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,677,30,-999,-999,-999,-999,-999,-999,-999,520.2630781,83.02512624,25.36282506,4.047474904
578,NaN,1,1.5,150,0.006,1.6,0.0954064582,0,0.7987,0.08169655016,7.5,0.7987,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,678,30,-999,-999,-999,-999,-999,-999,-999,417.9919569,45.76058063,20.3771079,2.230828306
579,NaN,1,1.5,150,0.006,1.6,0.0954064582,0,0.9508,0.08594213755,7.5,0.9508,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,679,30,-999,-999,-999,-999,-999,-999,-999,332.1428409,24.51405424,16.19196349,1.195060144
580,NaN,1,1.5,150,0.006,1.6,0.0954064582,0,0.5,0.05780677302,10,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,680,30,-999,-999,-999,-999,-999,-999,-999,607.2702995,210.7584402,29.6044271,10.27447396
581,NaN,1,1.5,150,0.006,1.6,0.0954064582,0,0.6502,0.06975166159,10,0.6502,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,681,30,-999,-999,-999,-999,-999,-999,-999,501.1280962,110.0860772,24.42999469,5.366696261
582,NaN,1,1.5,150,0.006,1.6,0.0954064582,0,0.7988,0.0771456621,10,0.7988,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,682,30,-999,-999,-999,-999,-999,-999,-999,407.1830112,60.94022517,19.8501718,2.970835977
583,NaN,1,1.5,150,0.006,1.6,0.0954064582,0,0.9508,0.08349019157,10,0.9508,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,683,30,-999,-999,-999,-999,-999,-999,-999,327.6520628,30.86497353,15.97303806,1.504667459
584,NaN,1,1,1503.3939,0.005,0.1,0.0649,0,0.2,0.0566,0.25,0.2,0.0518,0.5,0.2,0.0456,0.75,0.2,0.0388,1,0.2,0.033,1.5,0.2,0.0308,2,0.2,0.0289,2.5,0.2,0.0248,3,0.2,0,684,40,-999,-999,-999,-999,-999,-999,-999,542.7038657,162.8329002,22.33176344,6.700423636
585,NaN,1,1,912.2446,0.005,0.1,0.0664,0,0.2,0.0596,0.25,0.2,0.0576,0.5,0.2,0.0521,0.75,0.2,0.0486,1,0.2,0.0426,1.5,0.2,0.0411,2,0.2,0.0381,2.5,0.2,0.0338,3,0.2,0,685,40,-999,-999,-999,-999,-999,-999,-999,628.9727165,123.5663351,25.88164707,5.084640703
586,NaN,1,1,550.1379,0.005,0.1,0.0699,0,0.2,0.0626,0.25,0.2,0.0643,0.5,0.2,0.0587,0.75,0.2,0.057,1,0.2,0.0535,1.5,0.2,0.0505,2,0.2,0.0514,2.5,0.2,0.0486,3,0.2,0,686,40,-999,-999,-999,-999,-999,-999,-999,724.6893229,84.05064408,29.82029713,3.45860647
587,NaN,1,1,19094.8567,0.0127,0.45,0.0654,0,0.2,0.0617,0.25,0.2,0.0547,0.5,0.2,0.0474,0.75,0.2,0.0444,1,0.2,0.0283,1.5,0.2,0.0345,2,0.2,0.0232,2.5,0.2,0.0164,3,0.2,0,687,40,-999,-999,-999,-999,-999,-999,-999,1243.845582,426.080915,9.022873897,3.090797139
588,NaN,1,1,9213.1757,0.0127,0.45,0.0673,0,0.2,0.0583,0.25,0.2,0.0622,0.5,0.2,0.0551,0.75,0.2,0.0538,1,0.2,0.0491,1.5,0.2,0.0459,2,0.2,0.0462,2.5,0.2,0.0408,3,0.2,0,688,40,-999,-999,-999,-999,-999,-999,-999,1514.682926,211.771945,10.98753192,1.536196761
